id,text
19,"📌📌ขอความช่วยเหลือค่ะ เป็นคุณพ่อของพี่ที่ทำงานค่ะ ตอนนี้อยู่หาดใหญ่ มีผู้สูงอายุ 93 ปี และผู้ป่วยติดเตียงค่ะ พึ่งกลับจากการรักษาตัวจากโรงพยาบาลไม่กี่เดือน

      👉👉อยู่บ้านเลขที่ 105 ชอยชื่นสุมาอนุสรณ์ ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา เป็นผู้สูงอายุ และเป็นผู้ป่วยติดเตียงชื่อ นายดี ดีเทียน / น. ส ปานขวัญ ดีเทียน /น.ส.เทวา ดีเทียน /บังโหด(ชื่อเล่น) เป็นผู้ดูแลคุณพ่อ ขาดการติดต่อ 5 วัน แล้วค่ะ ขอความช่วยเหลือผู้ที่อยู่ใกล้ หรือสามารถเข้าไปช่วยเหลือได้ ติดต่อกลับมาที่เป็นลูกชายคุณลุง ชื่อ นายศรีแพ  ดีเทียน หมายเลขโทรศัพท์ 091 038 **** หรือ 081-090-**** 
 นะคะ / ขอบพระคุณค่ะ
#ขอความช่วยเหลือน้ำท่วมหาดใหญ่ #ขอความช่วยเหลือผู้ป่วยติดเตียง #ขอความามช่วยเหลือผู้สูงอายุ"
20,"❗️❗️ขอความช่วยเหลือด่วนค่ะ 
รัตนอุทิศ ตรงหัวโค้งค่ะ ผูกผ้าขอความช่วยเหลือแล้วค่ะ  มีเด็ก 3 คน ผู้ใหญ่ 1
เบอร์น้องสาว 093 784****"
21,"ขอความช่วยเหลือคะ
พิกัดที่ติดอยู่หรือจุดสังเกต: เขต8 ถนน รัตนอุทิศ ซอย 11   บ้านเลขที่ 192 
จำนวนผู้ประสบภัย,อายุ : คุณแม่อายุ 55 ปี เป็นผู้ป่วย เด็กเล็กอย่างน้อย 6 คน และผู้ใหญ่อีก 10 คน และมีบ้านหลังอื่นๆอีก
1. ชื่อ: น.ส.ปิยนุช ส.จุฑามณี
 ติดอยูกับเด็กๆ และคนอื่นไปอีก ประมาณ 5-6คน

2. เบอร์โทรศัพท์ผู้ประสบภัย : 062230****  ,,,,,, 099749****

3.เบอร์โทรศัพท์ผู้แจ้ง : 096676****  ,  095112****

4.จำนวนผู้ประสบภัย,อายุ : คุณแม่อายุ 55 ปี เป็นผู้ป่วย เด็กเล็กอย่างน้อย 6 คน และผู้ใหญ่อีก 10 คน และมีบ้านหลังอื่นๆ

5.ความต้องการ : บ้านชั้นเดียวติดอู่ใต้หลัวคากับเด็กๆมีโรคประจำตัว  ไม่มีอาหาร น้ำ 2วันแล้ว

6.พิกัดที่ติดอยู่หรือจุดสังเกต: เขต8 ถนน รัตนอุทิศ ซอย 11   บ้านเลขที่ 192 อยู่ซอยตรงข้ามโซตัสผับ

7.พิกัด
https://maps.app.goo.gl/1FH9hk4j22FpxWgS7"
22,"ชื่อผู้ประสบภัย 
นางสาวภูปาณัสม์ ศรีทอง
นางรัตนาพร ศรีทอง 
น้องออร์ก้า น้องนุ้ก
เบอร์โทรผู้แจง 081915****
จำนวน 4คน คนแก่อายุ70 ผู้ใหญ่2คนอายุ 20-37 เด็กเล็ก2ขวบ 
ต้องการอพยพด่วน เนื่องจากน้ำขึ้นไปบนชั้นลอยไม่สามารถปีนถึงหลังคาได้ ล่าสุดที่ติดต่อได้เมื่อวานตอนตี1คือน้ำเกือบมิดหัว แล้วขาดการติดต่อ สภาพภายในบ้านเป็นบ้านชั้นลอยลึกลงไปไม่สามารถออกมาหรือเอาสิ่งของมาโบกเพื่อขอความช่วยเหลือได้
📍พิกัด จุดสังเกตุ K&K เขต8 ซอยอยู่หลังk&kซ้ายมือซอยแรก เขาไปตามทางจะมีบ้านลักษณะห้องแถว อยู่บ้านเลขที่64 ซ้ายมือค่ะ หากได้รับการเข้าถึงอาจจะต้องมีการตระโกนเรียก เปิดหรือพังประตูเข้าไปค่ะ

พิกัด https://maps.app.goo.gl/tDrLGKZHZoCSrMxa8?g_st=ic"
23,"ขอความช่วยเหลือ 
พิกัด เขต 8 ถนนราษฏร์อุทิศ ซ.19 บ้านเลขที่ 347 (หน้าปากซอยติดถนนใหญ่)

มีผู้อยู่อาศัย 4-5 คน ผู้สูงอายุ 2 คน เด็ก1 ผู้ใหญ่ 1

ผู้สูงอายุ 2 คน สุขภาพไม่แข็งแรงทั้ง 2 คน ลักษณะบ้าน 2 ชั้น 
ตอนนี้น้ำ กำลังถึงชั้น 2 

ไม่สามารถออกมาเองได้ แบตโทรศัพท์หมด ยังไม่มีหน่วยงานใดเข้าช่วยเหลือ 
#น้ำท่วมหาดใหญ่ #น้ำท่วมหาดใหญ่68 #เขต8 #สายกลาง #ราษฎร์อุทิศ

พิกัด

https://maps.app.goo.gl/dcKebS8H1qZcu3Pp8?g_st=ipc

รบกวนช่วยรับอพยพออกหน่อยครับ
ติดต่อ 
คุณธนกฤต 080-539****
คุณสุพร 083-193****

ขอบคุณมากครับ"
24,"⚠️ต้องการขอความช่วยเหลือเรื่องน้ำท่วมสูงค่ะ⚠️

❗️โซน : หลังแบงค์ชาติ หมู่บ้านสุชาดาเอทาวน์ 2 บ้านเลขที่ 113 ซ.โพธิพงษาอุทิศ ถ.อนุสรณ์อาจารย์ทอง

ชื่อ: ปุ้ย (ผู้แจ้ง)

ผู้ประสบภัย: มีคนติดอยู่ในบ้านชั้น 2 จำนวน 5 คน อายุ 73 จำนวน 2 คน เด็ก 1 คน ผู้ใหญ่ 2 คน

ระดับน้ำ : น้ำท่วมชั้น 1 ประมาณอกค่ะตอนนี้

จุดสังเกตุ : หน้าหมู่บ้านมีป้ายเขียนว่า สุชาดา เอทาวน์ 2 บ้านอยู่ด้านซ้ายมือ ผูกถุงแดงติดที่ระเบียงชั้น 2 ค่ะ

เบอร์ติดต่อ : 
098-493**** ปุ้ย 
081-057**** ชาติ
065-349**** แม่

โลเคชั่น
https://maps.app.goo.gl/8vc3XxHtWwYUur2B8?g_st=ipc"
25,"🚨ขอความช่วยเหลือเร่งด่วน ต้องการอพยพค่ะ
 🆘คุณวรรณา สถาพรศุภพงศ์ โทร.095-114****
 อายุ 63 ปี  มีโรคประจำตัว เป็นกระดูกทับเส้นประสาท (ดามหลัง) และความดันในเลือดสูง(ขาดยามาหลายวัน)

บ้านเลขที่ 40 ซ.5/1 เทศาพัฒนา (ใกล้มูลนิธิสะอีด)

ตอนนี้ติดอยู่ในบ้าน อยู่ชั้น 2 กำลังเต็มชั้น2 

🚨 ช่วยแชร์ต่อกระจายความช่วยเหลือกันนะคะ
 #นำท่วมหาดใหญ่68
#กันจอมพลัง"
26,"❗️โซนที่อยู่ หมู่บ้าน Silvano บ้านเลขที่ 62 ขนาบน้ำ ตอน1 ซ.2 ตำบลควนลัง, หาดใหญ่, สงขลา (ตอนนี้ย้ายไปรวมกันที่บ้าน 2 ชั้นด้านในของหมู่บ้าน)

ชื่อ: วลัยลักษณ์ (ผู้แจ้ง)

คนในบ้าน: รวมกันอยู่หลายครัวเรือน

**มีผู้ชายสูงอายุ 1 คน เป็นผู้ป่วยฟอกไตระยะสุดท้าย
- อาการตอนนี้ตัวบวม พูดไม่ชัด ต้องไปฉุกเฉินเพื่อฟอกไต เป็นผู้ป่วยในมอ.
-ฟอกไตล่าสุดวันศุกร์ (21/11/25) ปกติฟอกไตวันเว้นวัน

ระดับน้ำ: น้ำท่วมทางเข้าออก ระดับน้ำเริ่มสูงกำลังจะเข้าบ้าน

จุดสังเกตุ : เข้าทางการไฟฟ้าควนลัง ไปทางเรือนไทย โฮเต็ลแอนด์รีสอร์ท

⛔️ต้องการ: ออกจากพื้นที่

ติดต่อ: 087-388**** (ผู้แจ้ง)
061-180-**** (ผู้ประสบภัย)
089-598-**** (ผู้ประสบภัย)

https://maps.app.goo.gl/qKmyQ9MU7Le31p1y6

รบกวนด้วยนะคะ"
27,"ขอความช่วยเหลือ

ผู้ปกครองขอความช่วยเหลือเนื่องจากติดต่อเด็กๆไม่ได้

เด็กเยาวชน 6 ราย ชาย 5 หญิง 1 
ติดอยู่ที่หมู่บ้านวราศิริแกรนดิโอ ถนนราษฎร์อุทิศ บ้านเลขที่ 817/2 อยู่ติดกับ รร.นานาชาติเซาท์เทิร์น 

มี 1 ราย มีโรคประจำตัว (โรคหัวใจชนิดเขียว) และ 1 ราย พึ่งได้รับการผ่าตัดที่มือเนื่องจากประสบอุบัติเหตุรถชน

รบกวนด้วยค่ะ"
28,"🆘  🆘. 🆘 ใครรู้บ้างว่าสามารถขอความช่วยเหลือจากที่ไหนได้บ้างคะ  🆘 🆘 🆘 

สถานที่1
https://maps.app.goo.gl/RSr1Y1XhL3JJcTgS8?g_st=ic

ขอความช่วยเหลือคะ บ้านเลขที่124 ซอย 20 รัตนอุทิศ บ้านหลังคาบังกะโลสีแดง อยุ่กลางซอย คนแก่อายุ 80 ปีเดินไม่ได้  1 คน และ มีเด็กอายุ 10 ขวบ 1 คน น้ำข้าว ไม่มีคะ ติดต่อไม่ได้เลยต้องการความช่วยเหลือหน่อยค่า ได้โปรดเป็นห่วงมากๆคะ

สถานที่ 2 
https://maps.app.goo.gl/mvruaqncv73fRBQ5A?g_st=al
ลุงอายุ 70 อยู่ในบ้านคนเดียว ติดต่อไม่ได้มา 3 วันแล้วค่ะ   
#น้ำท่วมหาดใหญ่  #ขอความช่วยเหลือด่วน #กันจอมพลัง #ฝันดีฝันเด่น #อนุทิน #นายกรัฐมนตรี #กู้ภัย #SOS"
29,"🆘 ใครพอจะช่วยได้ รบกวนขอความช่วยเหลืออพยพ 🆘 ผู้ใหญ่ 3 คน อายุ 60-65 ปี
บ้านเลขที่ 127 ซ.23 ถ.นิพัทธิ์สงเคราะห์1 ด้วยนะ ติดต่อเบอร์ที่ศูนย์ราชการให้ไว้ไม่ได้เลยสักเบอร์คะ รบกวนด้วยนะคะ 
ติดต่อ 061664****, 089877****

🙏รบกวนช่วยแชร์จนกว่าจะมีใครช่วยได้🙏"
30,"ขอความช่วยเหลือค่ะ

มีคนอยู่ในบ้าน 6 คน 
มีคนแก่ติดเตียงและคนท้อง
น้ำขึ้นสูงเรื่อยๆค่ะ

พิกัด 4แยกคลองหวะ ซอยหลังปั๊ม PT 
บ้านเลขที่ 38 ซอย อิสรภาพ2 ค่ะ
ติดต่อ 089733**** 098-569-**** 085492****"
31,"ขอความช่วยเหลือ อพยพ ด่วนครับ หมู่บ้าน คุรุสภา1 ต.ควนลัง อ.หาดใหญ่ มีเด็กผู้หญิง และคนชรา อยู่หลายหลังคาเรือน ทั้งหมดประมาณ 30 คน ตอนนี้น้ำกำลังเพิ่มระดับเร็วมาก กำลังถึงชั้น 2 แล้วครับ ขอความกรุณาด้วยครับ  

เลขที่ 50 หมู่บ้านคุรุสภา 1 ตำบล ควนลัง อำเภอหาดใหญ่  90110

https://maps.app.goo.gl/RCs4ZfVDUh1cC5sD9"
32,"ต้องการเรือยนต์มารับกลุ่มเปราะบางหญิงสูงอายุกับทารก 2 เดือน

*20.50 น. น้ำถึงเอวแล้ว ชั้นสอง กำลังจะจมใต้บาดาล* 

เขต 8 โซนอุโมงค์ บ้านเลขที่ 82 ซ 7 ถ ราษฏร์อุทิศ

พิกัด https://maps.app.goo.gl/mpRnvr7G6ZFS43Vn8

ผู้แจ้ง 082-496-****

3 วันไร้น้ำไฟไร้การแจกอาหาร"
33,"❗️❗️ขอความช่วยเหลือด่วนค่ะ❗️❗️
มีน้อง 2 คน แมว 1 ตัว ติดอยู่ในบ้านชั้น2  ตอนนี้น้ำขึ้นชั้น 2 แล้วค่ะ
ขาดการติดต่อไปหลายชั่วโมงแล้วค่ะ ตอนนี้ไม่รู้เป็นยังไงกันบ้าง

146/69 หมู่ 4 ถนนลพบุรีราเมศวร์ ซอย 7 ซอยศุภสันติ ตำบลคลองแห อำเภอหาดใหญ่ จังหวัดสงขลา 90110
โทร.096824****
#ต้องการอพยพด่วน"
34,"📣รบกวนขอความช่วยเหลือด่วนนะคะ ‼️‼️
บ้านเลขที่ 42 ถนน
บางศาลาสามัคคี1 ต.บ้านพรุ อ.หาดใหญ่ จ.สงขลา

🔻เบอร์ผู้ประสบภัย
081328****
080398****
064978****

🔻เบอร์ผู้แจ้ง
063593****

ตอนนี้น้ำท่วมชั้นสอง กำลังจะมิดหลังคาแล้วค่ะ
ไม่มีที่อยู่ ที่นอน อาหารหมดตั้งแต่วันแรก มีผู้สูงอายุ2 คน อายุ 84และ 79 ปีมีโรคประจำตัว
เด็ก 1 คน ผู้ใหญ่ 6 (รวมทั้งหมด 9 คน) ยังไม่มีหน่วยงานเข้าช่วยเหลือค่ะ 

https://maps.app.goo.gl/6HNvShWYitCc3Ggo9?g_st=al"
35,"📌📌ขอความช่วยเหลือ อพยพ​ค่ะ
ตอนนี้เด็ก คนแก่ติดอยู่ที่ ซอย 1สาครมงคล  จำนวนหลายหลัง และบ้านเลขที่40, 42 ซ1 สาครมงคล มีทั้งเด็กและคนแก่   
คุณแม่น้อย  เด็กชาย เอพริล 
💧น้ำสูงเกินชั้น1 แล้ว 
🍚ไม่มีน้ำดื่ม อาหาร 

ติดมา3วันแล้ว  ขอความช่วยเหลือน้ำเรือเข้ารับด้วยนะคะ 
พิกัด https://maps.app.goo.gl/jSETdWD771i8cWDx8?g_st=al

ติดต่อ 095429****"
36,"⚠️⚠️⚠️ขอความช่วยเหลือ ⚠️⚠️⚠️
มีเด็กเล็ก 3คน ผู้ใหญ่คนแก่ 2คน  
ต้องการความช่วยเหลือออกไปอยู่ศูนย์พักพิง

ตอนนี้อยู่ซอย 30/2 ถ.ราษฎร์อุทิศ (เขต8)
บ้านอยู่ท้ายๆซอย 

ตอนนี้น้ำท่วมใกล้มิดชั้น 1 แล้ว 

นมหมด แพมเพิสหมด ข้าวก็ใกล้หมดแล้ว

เบอร์ติดต่อ 081957****
093576****
097136****

พิกัด
https://maps.app.goo.gl/s2QcE9VPLbHW4aPv8?g_st=il"
37,"📍📍📍ขอความช่วยเหลือ ต.คอหงส์📍📍📍
ติดอยู่ชั้น 2 น้ำเริ่มขึ้นมาเรื่อยๆ บ้านหลังด้านใน
คน 4 เด็ก 2 (10/ 9 ขวบ) แมว 16 หมา 6 (ใส่กรงเรียบร้อย)
โทร 098-843-****
139 ถนน คลองเตย- คลองเปล ต.คอหงส์
เรียกว่า แยกย่อยออกมาจากเส้นหลักที่เรียกว่าเส้นนวลแก้ว
https://maps.app.goo.gl/6Up62Zr314GysyUN7?g_st=ipc"
38,"🆘 ขอความช่วยเหลือหน่อยครับ
ระดับน้ำกำลังท่วมมิดชั้น1 รถจมแล้วค่ะ 
- สูงอายุ 2 ท่าน 68 ปีและ 78 ปี
บ้านเลขที่ 22  ซ.2/1 นิพัทธ์สงเคราะห์2 ต.หาดใหญ่ อ.หาดใหญ่ (หลัง ญว)
ติดต่อ 084-996**** (ผู้ประสบภัย)
098-895**** (ลูกผู้ประสบภัย อยู่นอกพื้นที่)

https://maps.app.goo.gl/VqdXTeADcRfSvRxP8?g_st=ipc"
39,"รบกวนขอความช่วยเหลือจากทีมกู้ภัยหน่อยครับ มีแม่กับน้า คนแก่ 2 คน  ติดอยู่ในบ้าน ไม่มีไฟไม่มีน้ำไม่มีอาหารมา3 วันแล้วครับ ตอนนี้บริเวนนั้นน้ำจะขึ้นชั้น2 แล้ว แบตโทรศัพท์หมดติดต่อไม่ได้ ช่วยประสานงานให้หน่อยครับ 

บ้านเลขที่ 80 ซอย เปรมเจริญ มบ.จันทร์วิโรจน์  

เบอร์ ติดต่อ 086-941**** ครับ

https://maps.app.goo.gl/51S3PCnPYkwy7XKZ8"
40,"ต้องการอพยพ ผญ4คน ค่ะเป็นผู้ป่วยผ่าตัดต้อกระจกตา สูงอายุ78  ปีจำนวน1คน บ้าน2ชั้นหลังสีฟ้า ตอนนี้อาศัยอยู่ชั้น2ของบ้าน 
พิกัดหลังบิ๊กซีคลองแห ซอย 6/1 
เลขที่ 101/95 ซอย 6/1 ประชาสรรค์ ตำบลคลองแห อำเภอหาดใหญ่ สงขลา 
โทร 094-891-**** กุ๊กผู้ประสบภัย
โทร 083-424-****
โทร093935**** วิลาสินี ผู้แจ้ง
https://maps.app.goo.gl/2UXW7QQdtFDxvQbi7?g_st=ipc"
