id,text
18,ผมเคยใช้ Google map เพิ่อใส่ข้อมูลงานเจาะสำรวจดินในภาคใต้ โดยเขียน Javascript ควบคุมการทำงาน เมื่อมีงานเข้ามาก็ใส่ลงใน google map โดยให้เจ้าหน้าที่จัดการ ฝ่ายผมเพียงแต่เปิดดู และทำรายงานผลการเจาะสำรวจดินเข้าไปประกอบ โปรแกรมนี้ใช้งานได้ดีมาก ไม่เคยมีปัญหาอะไร ใครต้องการทราบข้อมูลตรงไหนก็สอบถามมา ผมก็เปิดแมพ และดูข้อมูล แล้วแจ้งเขาไป
19,"🚨🚨ขอความช่วยเหลือ ต้องการน้ำดื่ม อาหาร 🚨🚨
บ้านเลขที่ 39/6 ถนนศรีภูวนารถ (ติดร้านล่าถางเค่อ หมาล่า , ก๋วยเตี๋ยวกูฟู)
ตอนนี้มีคนในบ้าน 4 คน
⚡⚡ มีผู้ป่วยติดเตียง(อายุ 70+), ผู้สูงอายุ(อายุ70) ⚡⚡

ติดต่อ  084-633**** เดียร์ อยู่ในพื้นที่ดังกล่าว
094-953**** กอล์ฟ อยู่นอกพื้นที่"
20,"รบกวนช่วยเหลือด้วยนะคะ

มีทั้งหมด 8คน นะคะ
-เด็ก 5ขวบ 1คน
-ผู้ใหญ่ 7คน (อายุ 80++ 1คน , 60++ 4คน , 30++ 2คน) ค่ะ

ติดต่อ 094-414**** ค่ะ

https://maps.app.goo.gl/mBinFPysaN9jJGHy7?g_st=ic"
21,"SOS น้ำท่วม 
1. ชื่อผู้แจ้ง: ฝ้าย
2. ที่อยู่/พิกัดที่ต้องการความช่วยเหลือ: บ้านแม่คล้า ม.8 ต.ทุ่งลาน อ.คลองหอยโข่ง จ.สงขลา
พิกัด 6.8863565,100.4347781
3. จำนวนคนที่ติดอยู่ในพื้นที่:  6 คน
4. ผู้ป่วย/ผู้บาดเจ็บ (ถ้ามี):
- รายละเอียดอาการ: 
-ผู้สูงอายุ/เด็ก/ผู้พิการะ: มีคนแก่ 95 ปี 1 คน ผู้ป่วยล้างไตสุขภาพไม่แข็งแรง 1 คน ผู้ใหญ่ 4 คน แมว 1 ตัว 
5. เบอร์ติดต่อกลับ: 094320**** (ฝ้าย)
/081896****
วันที่ 25/11/68 เวลา 18.54น.
https://maps.app.goo.gl/owtxCtrBAFvxEx5V7?g_st=ipc"
22,"⚠️⚠️⚠️ขอความช่วยเหลือ ⚠️⚠️⚠️
มีเด็กเล็ก 3คน ผู้ใหญ่คนแก่ 2คน  
ต้องการความช่วยเหลือออกไปอยู่ศูนย์พักพิง

📌1.จุดพื้นที่บ้าน : ตอนนี้อยู่ซอย 30/2 ถ.ราษฎร์อุทิศ (เขต8)
บ้านอยู่ท้ายๆซอย 
📌2.ต้องการความช่วยเหลือออกไปอยู่ศูนย์พักพิง
📌3. เบอร์ติดต่อ 
เบอร์แม่ 093576****
เบอร์ป๊า 081957****
เบอร์แชมป์ 097136****
เบอร์ดรีม 083656****
เบอร์ปุ๊กกี้ 080147****
📌4.ผู้แจ้งเป็นเพื่อนค่ะ 

ตอนนี้น้ำท่วมมิดชั้น 1 แล้วค่ะ
นมหมด แพมเพิสหมด อาหารหมดแล้วค่ะ

พิกัด
https://maps.app.goo.gl/s2QcE9VPLbHW4aPv8?g_st=il
Superdream Areeya Champ 'Cheerawit"
23,"📍รบกวนประสารงานหน่อยค่ะ ต้องการอพยพด่วนค่ะ ติดอยู่3-4วันแล้วค่ะ
📌แบ่งช่วยเหลือโซนจันทร์ประทีปด้วยค่ะ ทั้งโซนไม่ได้รับการช่วยเหลือมา 3 วันแล้วค่ะ 
🆘ขอความช่วยเหลือด่วนค่ะ บ้านเลขที่94 ถ.จันทร์ประทีป ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา ในบ้านมีผู้ใหญ่ติดอยู่ในบ้าน 5 คน ติดอยู่ในบ้าน 3-4วันแล้ว มีคนแก่1คน อายุ 74 มีโรคประจำตัว 1 คนอ้วน(ผู้ชาย) ร่างกายอ่อนแรง ผู้หญิงอายุ 55 มีโรคประจำตัว แมวอีก2ตัว ผู้ชายอีก2คน(ได้รับบาดเจ็บ1คน) สนัขพันธ์เล็ก1 ตัว
‼️ล่าสุดน้ำขึ้นจะมิดชั้น2แล้วค่ะบริเวณใกล้เคียงก็มีคนแก่ มีเด็กด้วยค่ะ ตอนนี้ติดต่อคนในบ้านไม่ได้เลยค่ะ 061175****
https://maps.app.goo.gl/5ijvEKnr2Z4n9PdY6?g_st=ipc
⚠️ #เส้นถนนจันทร์ประทีปทั้งชุมชนยังไม่ได้รับอพยพจากหน่วยงานไหนเลยค่ะ"
24,"🆘 ขอความช่วยเหลือด่วนครับ 
ตอนนี้ในพื้นที่ ม.2 หน้ากุโบร์ ควงลัง อ.หาดใหญ่ จ.สงขลา ตึกอยู่ระแวกไกล้ๆมัสยิดนูรตักวา 
ซอยสามสกุล ซอย 2 (ตึกสีส้ม) 
ตอนนี้น้ำท่วมชั้น 2 จะจมมิดลังคาแล้ว
ไม่สามารถติดต่อพี่ชายได้ 3 วันแล้วครับ
เป็นหอพักมีคนจำนวนมากติดอยู่
ฝากหน่วยงานเข้าไปช่วยเหลือด้วยครับ 
ติดต่อ 087968****
           095713****
ขอบคุณครับ

#📌รอคอยเจ้าหน้าที่เข้าไปอพยพครับ

📍📍📍📍https://maps.app.goo.gl/4UiCxJ5T8X7uHf6c8?g_st=ic"
25,"🆘ขอความช่วยเหลือค่ะ
พิกัด 46 ถ.เทศาพัฒนา ซอย2 ยังติดต่อใครไม่ได้เลยค่ะ มีเด็ก2 ผู้ใหญ่2
#ขอความช่วยเหลือด่วน

พิกัด https://maps.app.goo.gl/Hsa3epqBzzGPL9JV6?g_st=ipc

ติดต่อ 081-932-**** (แตง น้องสาว)"
26,"https://maps.app.goo.gl/eSaz1sASasU7Upat8?g_st=ipc
ขอความข่วยเหลือด้วย ไม่ได้เด็กๆกินอะไรมา4วันแล้ว
ข่วยติดต่อประสานก็ได้ค่ะ
ขอความช่วยเหลือ อพยพด่วนตอนนี้น้ำถึงชั้น2แล้ว
ผู้ใหญ่2 เด็ก2084-212-2575ถ้รวมทั้ซอยติดอยู่ประม่ณ20คน
บ้านเลขที่ 322/3 ซ.ไทยสมุทร หรือ ซ.บ้านขวัญ อ .หาดใหญ่ ตืดต่อด่วน
 084-212-****
084-996-****"
27,"🚨ต้องการอพยพออกจากพื้นที่ด่วนค่ะ 🚨
พิกัดซอย 36/4 ถ.เพชรเกษม ต.ควนลัง อ.หาดใหญ่ 
ใกล้โลตัสหาดใหญ่ใน น้ำในซอยท่วมสูง ขอเรือมารับออกจากพื้นที่ ผู้ใหญ่ 3 เด็ก 1
095-440**** (มารีน่า) 098-462**** (อดิศร)"
28,"🚨⚠️🆘
หากติดต่อไม่ได้ 
แบตหมดนะคะ🥺
ชุมชนทุ่งเสา 71ซอย4 ทุ่งเสา2ต.หาดใหญ่ทั้งผู้ใหญ่ทั้งเด็กเล็ก😭
093-746****(นนท์)
061208****(เอียด)
ต้องการอพยพค่ะออกจากบ้านค่ะน้ำจะถึงชั้น2แล้วค่ะ"
29,"ขอรบกวนฝากเคสไว้หน่อยนะคะ 
🚨🚨🚨 ขอแจ้งอพยพ 🆘

บ้านเลขที่ 64 หมู่ 1 ซ.สัมพันธชิต 15  ต.ควนลัง
พิกัด : 6.987137, 100.453170
บ้านอยู่ท้ายซอย ในบ้านมีกัน 3  คน พ่อแม่และน้องสาว ตอนนี้ติดต่อไม่ได้แล้ว คาดว่าน้ำถึงชั้น 2

รบกวนช่วยด้วยนะคะ
089 - 465**** - ยุ้ย ลูกสาว"
30,"📌📌มีคนติดในบ้าน ขอเรือด่วนค่ะเท่าไหร่ก็ยอสจ่าย จะจมน้ำเเล้ว
#ตอนนี้ริมคลองร 1ท่าเคียน 14
ท่วมชั้น 2 ตอนนี้แอบอยู่บนฝ้า ❌น้องโทรมาบอกว่าน้องไม่ไหวแล้วเสียงน้องโรยรามากค่ะ มีแม่ ยาย และน้องชาย ทั้งหมด3คนค่ะ  ❌ 
 

🚩มันติดคลองร. 1 แค่ไม่ถึง 200 เมตร มันอยู่ไม่ได้แล้วต้องออกตอนนี้เลยค่ะ #ช่วยด้วยค่ะ ช่วยติดต่อให้ไปตามพิกัดนี้หน่อย
38 ม. 1 ท่าเคียน 14 ต.ควนลัง อ.หาดใหญ่ จ.สงขลา น้องชายแบตหมดด้วยค่ะ ติดต่อกลับ 080991****"
31,"📌📌รบกวนขอความช่วยเหลือค่ะ

น้องติดอยู่ในบ้าน ทั้งหมด 7 คน 
ภายในบ้านยังมีคนแก่อีก 2 คน  
ซอยนี้ไม่มีหน่วยงานใดเข้ามาให้ความช่วยเหลือเลยค่ะ

25 ถนน ประธานอุทิศ ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110

พิกัด 7.013917855297807, 100.46769110646584

สเบียงอาหารเริ่มไม่พอแล้วค่ะ รบกวนหน่วยงานต่างๆเข้าช่วยเหลือหน่อยนะคะ🙏🙏🙏"
32,"ขอความช่วยเหลือ อพยพค่ะ คุณยายอายุ 90 ปี ติดอยู่ในบ้านกับคุณแม่ และน้องชาย (ชื่อผู้ประสบภัย : ครูอุ๊)
📌 บ้านเลขที่ 62 ซอยบุญแก้วอุทิศ ตำบลหาดใหญ่ อำเภอหาดใหญ่ จังหวัดสงขลา
พิกัด: 7.0117830163505435, 100.46029612410959
ติดต่อ 086963****, 089974****
โทรศัพท์สัญาณขาดๆ หายๆ
ผู้ใหญ่ 3 (คนชรา1) น้ำน่าจะขึ้นชั้น 2 แล้ว"
33,ขอความช่วยเหลือพรรคครับ พื้นที่อำเภอจะนะ ถูกตัดสัญญาณ ไฟ น้ำ สื่อสารไม่ได้ตั้งแต่เที่ยงเมื่อวาน ยังไม่มีหน่วยงานไหน ออกมารายงาน ระดับน้ำ ความช่วย ความเร่งด่วนของพื้นทีื และคิดว่ามีคนที่รอความช่วยเหลือไม่น้อย หากพรรคพอจะมีเครือข่ายหรือประสานใครได้ ในการช่วยสื่อสารสิ่งที่เกิดขึ้นในพื้นที่บ้างจะขอบคุณมากครับ 🙏🏻
34,"ช่วยแม่หนูด้วยค่ะ🚩🚩🚩
40 ถ.รัตนอุทิศ ซ.6  แถวสายกลาง เขต8 

🚩ต้องการความช่วยเหลือด่วนค่ะ 🚩ตอนนี้แม่อยู่ในบ้านคนเดียวค่ะ ผญ สูงวัย 
อายุ 60ปี
ชื่อ นางสายใจ ละอองมณี

ทางบ้านติดต่อไม่ได้มา3 วันแล้ว  
****ฝากหน่วยงานช่วยอพยพให้หน่อยได้มั้ยคะ

ติดต่อกลับมาที่ 
080-545****
085-586****"
35,"วันนี้วันที่4 ผ่านไปแล้ว ยังไม่มีหน่วยงานไหนเข้าช่วยเลยค่ะ ยา น้ำ อาหาร ไม่มีแล้วค่ะ
ระดับน้ำ สูงขึ้นเรื่อยๆ ตอนนี้ชั้น 2 ใกล้จมมิดแล้วค่ะ มีเด็ก(ป่วย มีไข้) และ ผู้ใหญ่ รวม 3 คน พิกัด บ้านเลขที่ 14  ซ.2 ดีแลนด์นิเวศ   บ้านหลังหัวมุมเยื้องกับโรงเรียนช่างกลภาคใต้ เลย สี่แยกท่าเคียน ไปสักนิด ซอย ซ้ายมือ เข้าไปในซอย พอประมาณ บ้าน หัวมุม ติดต่อหลายหน่วยงานแล้วแต่ยังไม่ได้รับความช่วยเหลือ เบอร์ 086348**** ชื่อผู้แจ้ง เนื่องจากผู้ประสบภัยติดต่อไม่ได้แล้วค่ะ"
36,"📌ใครสามารถหาเรือหรือติดต่อกู้ภัยช่วยพ่อแม่พี่ออกมาจากบ้านได้ภายในวันนี้ มีค่าช่วยเหลือ 25,000 บาทให้ครับ 📌"
37,สวัสดีค่ะ 📍📍📍ซอยโชคสมานคุณ6 หาดใหญ่ 📍📍📍ขอความช่วยเหลือด้วยคะ ติดตั้งแต่วันเสาร์แล้ว ตอนนี้ขาดการติดต่อไปเลย น้ำขึ้นชั้น2แล้วคะ รบกวนด้วยนะคะ ช่วยพวกเขาด้วยคะ ติดหลายคนเลยคะ ขอให้ทุกคนปลอดภัยด้วยเถิดดดด🤲🤲 (หลานชาย&หลานสะไภ้)
38,เข้าระบบไม่ได้ค่ะ เข้าได้พอจะปักพิกัดค้างตลอดเลยค่ะ ทำมา2วันแล้วค่ะ
39,"💥ขอความช่วยเหลือ💥
ต้องการอาหารเพิ่มเติม

มีคนติดอยู่ด้านใน 4 คน สุนัข 2 ตัว 
เป็น ผู้สูงอายุ 2 คน *** 
อายุ 70 กว่า และ 80 กว่า 
โรคประจำตัว เบาหวาน และมีภาวะสมองเสื่อม

📌พิกัด 
ร้านสุนทนพานิช 
ตรงข้ามเยื้องธนาคาร TTB 
84 ถนน จุติอนุสรณ์ ตำบล หาดใหญ่ 
เบอร์ติดต่อ 086969****

https://maps.app.goo.gl/j6TQi7bxxRm5vhWg8?g_st=ac
 

ติดอยู่ในบ้านชั้น 2-3 
ประมาณ 3 วันแล้ว 
ติดต่อไม่ได้ น่าจะแบตหมด 
เกรงว่าอาหารน่าจะไม่พอ
ขอความช่วยเหลือหน่วยงานที่ผ่านไปทางเส้นนั้นด้วยนะคะ 🙏🙏🙏"
40,ขอให้ทุกๆคนปลอดภัยนะคะ😭😭😭
41,ภาพนี้จริงหรือเปล่า  อยากทราบ
42,ฝากด้วยนะคะ 📍
43,"🆘🙏 ต้องการอพยพด่วน🙏🆘

พิกัด: #หมู่บ้านจุฑากาญจน์ แถวตลาดคลองเตย  ติดคลองร5 บ้านเลขที่2 ถ.จุฑากาญจน์ ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา 
บ้านหลังสีชมพู 

☎️: 091255**** แม่ติ๋ว (ผู้ประสบภัย) ผู้สูงอายุ 
☎️: 088772**** พี่ตั๊ก (ผู้ประสบภัย) ลูกสาว
📞: 062264**** ตุ๊ก (ผู้ขอความช่วยเหลือ) ติดต่อได้ 24 ชั่วโมง

ตอนนี้น้ำในบ้านขึ้นสูงมาก ยายกับน้า ไม่สามารถออกจากบ้านได้แล้วค่ะ ติดอยู่ชั้น 3 ของบ้าน ยายมีโรคความดันสูงและตอนนี้มีไข้ด้วยค่ะ อาหาร น้ำดื่ม ไม่ได้กินมา2วันแล้ว ช่วยด้วยนะคะ🙏🏻🙏🏻🙏🏻
 
https://maps.app.goo.gl/MBYoFEmzL8dWPPscA?g_st=com.google.maps.preview.copy

#น้ำท่วมหาดใหญ่
#ต้องการความช่วยเหลือ"
44,จะโอนเงินช่วย ได้ไงคับ
45,ขอช่องทางบริจาคคับ พรรรคประชาชน
46,"ดีค่ะ  ขอบคุณที่
ช่วยคิด ช่วยทำ เพื่อผู้ที่เดือดร้อน"
47,สุดยอดมากครับผม..ชื่นชม
48,ขอให้ทุกคนปลอดภัย รักษาชีวิตให้รอดด้วยค่ะ
49,"🆘🆘ชุมชมเกาะหมี  พิกัดร้านยาศิลาทอง  74/13 
ต. คลองแห อ.หาดใหญ่ สงขลา ขอความช่วยเหลือด่วน  มี  เด็ก4คน ผู้ใหญ่2  ติดอยู่ชั้น2 ของบ้าน ชั้น 1 น้ำจมหมดแล้ว ต้องการ การอพยพ ด่วนค่ะ 🆘🆘"
