tweet_id,tweet_text,true_text_info,true_text_human,agent1_predicted_info,agent2_predicted_category,final_predicted_info,final_predicted_category,tweet_text_char_count,token_in_use,token_out_use,agent1_latency_seconds,agent2_latency_seconds,latency_seconds
928673108432736256,New Puerto Rico Flag with Raindrops Postcard https://t.co/Al4kzyQ084 More Designs https://t.co/AXbRlLG0h4 #zazzle https://t.co/8yjWFZyZbr,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,137,372,27,0.41349315643310547,0.0,0.41349315643310547
910524535757262851,"Photos show destruction, damage from Hurricane Maria https://t.co/VeK9i0TBFt https://t.co/fkBaDhjNUQ",informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,100,810,50,0.40714192390441895,0.3563809394836426,0.7635228633880615
914848052766236672,Remnants of hurricane Maria meant blustery weather round the Loch but very pleased to see family of swans back https://t.co/lVvW5tXK7r,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,134,818,48,0.3113391399383545,0.30844783782958984,0.6197869777679443
916037408528801792,@CarmenYulinCruz Military Mission to help Puerto Rico Contact me for details You are not alone https://t.co/KEnSy4mP64,informative,rescue_volunteering_or_donation_effort,not_informative,,not_informative,not_humanitarian,118,351,27,0.372509241104126,0.0,0.372509241104126
901805456213102593,Pictures from the Heights neighborhood in #Houston. Water is rising. #Harvey https://t.co/xsGzUA92dF,informative,infrastructure_and_utility_damage,informative,affected_individuals,informative,affected_individuals,100,802,47,0.3553774356842041,0.30373358726501465,0.6591110229492188
910613883613847553,Relatives say children missing after a school collapsed in Mexico's deadly earthquake have sent WhatsApp messages. https://t.co/mz1jHrEcCB,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,138,806,48,0.3463890552520752,0.36377930641174316,0.7101683616638184
909439057150832640,Islanders tell of terror with prisoners on loose following Hurricane Irma https://t.co/fOUscBLM6i https://t.co/Oc7bc0Cg05,informative,other_relevant_information,informative,affected_individuals,informative,affected_individuals,121,816,47,0.3277719020843506,0.3351738452911377,0.6629457473754883
916103691224141829,"RT @lindsayaellis: Here's what 51,000 pounds of donated goods from Houston to Puerto Rico looks like. https://t.co/0vzOIe7ZtA",informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,125,832,54,0.35979604721069336,0.4078083038330078,0.7676043510437012
918112951592280064,"RT @tomstandage: Wow. ""Fallout""-like post-apocalyptic scene in Santa Rosa after wildfire https://t.co/m1n0kwmZ5O https://t.co/zoO7iBmN5W",informative,infrastructure_and_utility_damage,not_informative,,not_informative,not_humanitarian,136,367,27,0.3994145393371582,0.0,0.3994145393371582
877812373251178496,7 houses 4 families 21 people including #children still buried iat Pahiyangala landslide #FloodSL https://t.co/RCAhviP9c9,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,121,820,48,0.36464667320251465,0.3071584701538086,0.6718051433563232
913241636590645248,Hurricane Maria survivor: 'I feared for our lives' https://t.co/mvnmvdfTZQ https://t.co/5n6VVHf45Z,informative,missing_or_found_people,not_informative,,not_informative,not_humanitarian,98,355,27,0.41088390350341797,0.0,0.41088390350341797
909687707533742081,Trump hands out sandwiches to Irma survivors and vows to help Florida rebuild https://t.co/tFmWKecr3c https://t.co/hJDu2VKB0J,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,125,818,54,0.3072774410247803,0.4261786937713623,0.7334561347961426
870606991701364736,Photo from Sri-lanka where Pakistan Navy conducted relief operations after flood https://t.co/Uga1YH8TBa,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,104,794,54,0.3977189064025879,0.3737657070159912,0.7714846134185791
909855344867737601,Webcast: Tune in on Sept 18 for insight into the tax impacts of hurricanes #Harvey + #Irma. Details here:… https://t.co/V6twf9ir0i,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,130,360,27,0.4093472957611084,0.0,0.4093472957611084
905960092822003712,"RT @tveitdal: Where Harvey is hitting hardest, 80 percent lack flood insurance https://t.co/p0xVVe3kNP https://t.co/xaHjtRRGMq",informative,affected_individuals,informative,other_relevant_information,informative,other_relevant_information,126,830,48,0.304856538772583,0.3414273262023926,0.6462838649749756
911795195368415232,#PuertoRico #utuado #utuadopuertorico No contact with my family since hurricane Maria. ὡEὤFἿD἟5἟7 https://t.co/tua2APTAoG,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,121,848,48,0.32656240463256836,0.3372790813446045,0.6638414859771729
904461512164519939,"Jilted Lover, Growing Companies, Hurricane Harvey https://t.co/KaFdqxcPKC https://t.co/0iMCAM2BXY",not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,97,351,27,0.41278791427612305,0.0,0.41278791427612305
909897041576329216,Lee communities still reeling from Irma.https://t.co/sDldXIOlzY https://t.co/kZAJgJKVyX,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,87,348,27,0.4011385440826416,0.0,0.4011385440826416
921164213413974017,Rescue Groups Come Together to Save #Animals Trapped in California #Wildfires https://t.co/feozCtH68G #AnimalRescue https://t.co/oxOCStWYtY,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,139,836,54,0.33249902725219727,0.38291501998901367,0.7154140472412109
909477271206952960,"Coast Guard Investigative Service Agents inspect sailboats damaged by Hurricane Irma in Key West, Florida.‚Ä¶ https://t.co/HXuUFPYafx",informative,vehicle_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,133,812,50,0.319674015045166,0.3762478828430176,0.6959218978881836
908525619037732865,@TCPalm Could you do a story on my grandparents to help raise $$ for a new home? #HurricaneIrmaRecovery #Tornado https://t.co/iXP5GALYdn,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,136,824,54,0.33888864517211914,0.31168293952941895,0.6505715847015381
920053496245866496,"California fire takes Sally Lewis, 90, businesswoman who loved the outdoors https://t.co/MjOmLHH27V https://t.co/Ndj8ExjxQ3",informative,injured_or_dead_people,informative,injured_or_dead_people,informative,injured_or_dead_people,123,824,49,0.3842928409576416,0.3106851577758789,0.6949779987335205
921443803457781766,Back in Florida. Will head home in a couple days. Missing Puerto Rico already. @Nix_km https://t.co/FPAo0FqmUo,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,110,351,27,1.04435396194458,0.0,1.04435396194458
930193943408586752,pray to #kermanshah #IRAN ὢ2ὢ2 #earthquake . . . . https://t.co/6pQBRZ17PD,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,74,356,27,0.30800342559814453,0.0,0.30800342559814453
914086081666019328,Two flights dispatched to evacuate Chinese in the Caribbean after Hurricane Maria https://t.co/cSLghxdWv8,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,105,790,54,0.3979001045227051,0.41320085525512695,0.811100959777832
901714497332809728,Hurricane Harvey Threatens Largest Flood Insurer https://t.co/9ZVWdqtWtR https://t.co/S8GqyBWA37,informative,infrastructure_and_utility_damage,not_informative,,not_informative,not_humanitarian,96,354,27,0.29148268699645996,0.0,0.29148268699645996
905878592185389056,Harvey: The jaw-dropping numbers behind the monster storm https://t.co/wIDl2j4D8P #USA #UnitedStates #News https://t.co/kS1RNl2hvM,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,130,362,27,0.28955650329589844,0.0,0.28955650329589844
921865301809123328,RT @CNNPolitics: FEMA actually can stay in Puerto Rico indefinitely https://t.co/UftlzlLKG5 https://t.co/72S6HitDeZ,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,115,354,27,0.3087031841278076,0.0,0.3087031841278076
905924160056168448,From @greentechmedia - Harvey shows the need for microgrids and distributed energy. https://t.co/j0vxONrrza https://t.co/aj2vYW7mme,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,131,359,27,0.39371418952941895,0.0,0.39371418952941895
922084689661263873,RT @Convertbond: Puerto Rico Bond Debt: $72B Unfunded Pension: $50B Population: 3.4m Maria Damage: $45B https://t.co/auo1UiaUll,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,127,842,50,0.300001859664917,0.3566305637359619,0.6566324234008789
927244371606589441,"This is basically the ""Hurricane Maria will help the democrats"" argument a year ahead https://t.co/Z521JmZ2HN",informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,109,349,27,0.4099597930908203,0.0,0.4099597930908203
910538158319611905,Missing school children in Mexico City amid the ruins of the hugeÂ earthquake https://t.co/AAYTC91kds https://t.co/i3AR8ZEOAW,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,125,816,48,0.3808603286743164,0.3144080638885498,0.6952683925628662
904581253629804544,"RT @kimmiwizzle: the beach was calling my name, so was steve harvey.. https://t.co/vcJ3o05mkY",not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,93,352,27,0.4134256839752197,0.0,0.4134256839752197
920916661519007745,"Not only California, Northern Spain &amp; Portugal also got devastated by wildfires https://t.co/5s5mo7TLF9 https://t.co/e5e1SoW84U",informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,131,359,27,0.4123561382293701,0.0,0.4123561382293701
904991929305370625,⭐️⭐️New Entry⭐️⭐️ https://t.co/AmD1Xj0GpB ⭐️Its because of Harvey that I'm having flashbacks about Katrina. https://t.co/0x8MungG1O,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,131,371,27,0.3459513187408447,0.0,0.3459513187408447
923262758992465920,.@clarksvillepd Chaplain answering call for help in Puerto Rico -How you can too. https://t.co/TSBB9YLwgY https://t.co/uzRUiRCGfu,informative,other_relevant_information,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,129,828,54,0.4603464603424072,0.4140479564666748,0.874394416809082
909477788423479296,#SiegetheDay much needed r&amp;r after a long week of #Irma https://t.co/hx0xHQD2KZ,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,83,348,27,0.40506744384765625,0.0,0.40506744384765625
912943041320833024,"Puerto Rico, with almost no electricity, endures stifling heat https://t.co/piGz11P1r1 âžœ https://t.co/zaEQYKQHpZ https://t.co/U7E1CA00kO",informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,138,854,50,0.40154242515563965,0.34511351585388184,0.7466559410095215
913444173046587394,Working w/our cabinet in between briefings. Hurricane Maria won't slow us down! #WeRMV @EducateIN @INeLearn https://t.co/HQYRo74qzp,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,131,360,27,0.3051750659942627,0.0,0.3051750659942627
909792571056115712,The Investigators with Diana Swain: How journalists covered hurricanes Harvey and Irma https://t.co/iVdHiOhqby https://t.co/RfWkRCgzJd,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,134,355,27,0.3679485321044922,0.0,0.3679485321044922
923421787794395137,One of the first #solar + storage #Tesla Energy projects in Puerto Rico has come online | https://t.co/nbK9CUFEnY https://t.co/36NiWhUMwM,not_informative,not_humanitarian,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,137,832,50,0.40494346618652344,0.41231775283813477,0.8172612190246582
905756150750216192,"RT @DawgfishJ: Hurricane Irma is Threatening Us w Possible Cat 3 Conditions! Be Smart, Stay Safe! St Marys GA!!! https://t.co/JMxipqeFDj",informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,136,361,27,0.4045145511627197,0.0,0.4045145511627197
910658484257030144,"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",informative,infrastructure_and_utility_damage,not_informative,,not_informative,not_humanitarian,104,356,27,0.3320798873901367,0.0,0.3320798873901367
909446862578507776,Two men arrested for trying to steal power pole after #Irma. https://t.co/qUgxyHO0GN https://t.co/GMwabNhagF,not_informative,not_humanitarian,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,108,816,50,0.36936450004577637,0.4096801280975342,0.7790446281433105
905706039462551552,"Pilot beats clock, Irma in daring airport escape https://t.co/d8rh9wyRkV https://t.co/f8GJ0K45i2",informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,96,354,27,0.410719633102417,0.0,0.410719633102417
910553306619027456,Terrified OAP dodges death TWICE in a matter of seconds as two panes of glass fall from theâ€¦ https://t.co/xf6s21pqyW https://t.co/XJCCaUAsad,informative,other_relevant_information,informative,affected_individuals,informative,affected_individuals,142,844,47,0.30895304679870605,0.4036829471588135,0.7126359939575195
909798840471080961,"ICYMI, @USCCB asks for 2nd collection for #Irma needs in U.S. parishes this weekend https://t.co/jUY6bnTOmG https://t.co/GxddeSNvEj",informative,other_relevant_information,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,131,840,54,0.38520097732543945,0.4123666286468506,0.79756760597229
918273289197416448,How You Can Help With the #California Fire Relief Efforts https://t.co/Yxc2ybxQph https://t.co/gSRBHfX8Bs,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,105,352,27,0.40734076499938965,0.0,0.40734076499938965
911611190714843136,Hurricane Maria/Mary: Advisory 30: Maria/Mary forecasted to track out into the Atlantic Ocean. https://t.co/bNR2ER3zfw,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,118,353,27,0.4073622226715088,0.0,0.4073622226715088
920430848398069760,Lost and Found: Keepsakes pulled from the ruins of California wildfires https://t.co/6Iiy4oWm6I https://t.co/sQHBtefdJU,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,119,820,48,0.3566625118255615,0.3603553771972656,0.7170178890228271
870574893280092160,MORA ' s action https://t.co/ug9BAyhhGf,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,39,335,27,0.40880537033081055,0.0,0.40880537033081055
927200670926680064,Almost there. Only $159 left for our 1pm goal. Please share! Donate at https://t.co/Nxn1JHrg9u https://t.co/g307LFjw0T,informative,rescue_volunteering_or_donation_effort,not_informative,,not_informative,not_humanitarian,118,364,27,0.4090690612792969,0.0,0.4090690612792969
912944540226609152,RT @AJEnglish: Devastated scenes after #HurricaneMaria https://t.co/loD2EMN8H5 https://t.co/j6gAErpwWg,informative,vehicle_damage,not_informative,,not_informative,not_humanitarian,102,357,27,0.34798240661621094,0.0,0.34798240661621094
912944540226609152,RT @AJEnglish: Devastated scenes after #HurricaneMaria https://t.co/loD2EMN8H5 https://t.co/j6gAErpwWg,informative,vehicle_damage,not_informative,,not_informative,not_humanitarian,102,357,27,0.33478569984436035,0.0,0.33478569984436035
913471588443488257,Thousands are lining up for cruise ship leaving the island #sanjuan #puertorico #hurricanemaria #cnn https://t.co/42ADq5TgFN,informative,other_relevant_information,informative,affected_individuals,informative,affected_individuals,124,826,47,0.34897422790527344,0.29010748863220215,0.6390817165374756
909447640567476224,American flag standing tall after Irma takes down 30-foot pine https://t.co/vxKml4edkX https://t.co/pknf0m79sZ,informative,other_relevant_information,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,110,820,50,0.3317301273345947,0.3200063705444336,0.6517364978790283
910128655023534080,Key West Catholic school struggles to reopen after Hurricane Irma https://t.co/41l0Rq08Qu #Catholic https://t.co/6N0OHA86r0,informative,affected_individuals,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,123,826,50,0.36655116081237793,0.32485008239746094,0.6914012432098389
909915055243841541,Irma got you down? We have something to cheer you up! We're extending our Labor Day special! Visit us‚Ä¶ https://t.co/TU7dJi62kB,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,128,358,27,0.41123008728027344,0.0,0.41123008728027344
915318824357859328,EPN: Tragedies Have Brought Army and Citizens Closer https://t.co/t2U7CON9LX #mexicoearthquake #news #Mexico https://t.co/lhi2vq260Q,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,132,367,27,0.33847713470458984,0.0,0.33847713470458984
918313549318955008,Massive destruction from California wildfires https://t.co/Euoo4wMgwp https://t.co/YoCxmJZg4p,informative,infrastructure_and_utility_damage,not_informative,,not_informative,not_humanitarian,93,349,27,0.38069891929626465,0.0,0.38069891929626465
923030194096656384,"#Firefighters Quickly Contain Clifftop Brush #Fire S.F: https://t.co/NxttN5afcO, https://t.co/pfUCIAhERA https://t.co/5sR4B6MRjL",informative,rescue_volunteering_or_donation_effort,informative,other_relevant_information,informative,other_relevant_information,128,846,48,0.3058359622955322,0.3184065818786621,0.6242425441741943
931321165058060290,@netanyahu says Iran rejected Israel's offer of aid after devastating earthquake. @haaretzcom says that's false. https://t.co/ZZEwNj3OwY,informative,rescue_volunteering_or_donation_effort,not_informative,,not_informative,not_humanitarian,136,356,27,0.39464807510375977,0.0,0.39464807510375977
912384355116490752,Team of Humanity Firdt USA serving near Mexico City after earthquake we https://t.co/VeLb5jkp3n,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,95,798,54,0.3716011047363281,0.41133856773376465,0.7829396724700928
916237449835307009,Las Cruces officers on hold for Puerto Rico duty https://t.co/QTMWEEuSpb https://t.co/uVhUHr3549,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,96,814,54,0.41074132919311523,0.41045045852661133,0.8211917877197266
905735566456737792,The Latest: McConnell nearly doubles #Harvey aid package #DACA https://t.co/BslXA5WMX5 https://t.co/8mXSVp7UI8,informative,rescue_volunteering_or_donation_effort,not_informative,,not_informative,not_humanitarian,110,356,27,0.3053116798400879,0.0,0.3053116798400879
910688613981200386,It makes me ache: Milwaukee man collects supplies for earthquake-ravaged Mexico City: https://t.co/1lx7ySRAC1 https://t.co/u39GgF2WLs,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,133,828,54,0.3933279514312744,0.410236120223999,0.8035640716552734
914258646678347776,I'm doing a heckuva job! Brownie. 2 scoops of ice cream. #PuertoRico #TrumpStump #HurricaneMaria https://t.co/Zu5yquwkLh,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,120,363,27,0.39633965492248535,0.0,0.39633965492248535
912401234539220992,RT @cdemacu: Starting SOON at 3:30PM (EST) will be our Press Conference on the Regional Response to Hurricane Maria. https://t.co/oi7BVDTTdE,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,140,362,27,0.4014427661895752,0.0,0.4014427661895752
909750386340249601,Hurricane Irma: Symphony of Compensation https://t.co/mEa5LJRhKL https://t.co/e1Lj2XUmET,informative,affected_individuals,not_informative,,not_informative,not_humanitarian,88,349,27,0.3555727005004883,0.0,0.3555727005004883
909470782346203136,"#Irma victims, you still have our thoughts and prayers! https://t.co/UgvkFC1tG2",informative,affected_individuals,not_informative,,not_informative,not_humanitarian,79,342,27,0.4072411060333252,0.0,0.4072411060333252
912186377885716481,RT @JChavez002: Your #ThursdayThoughts should include the #MexicoQuake victims! https://t.co/6vF83o0WYE https://t.co/XOJn8Fjpfr,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,127,367,27,0.41086459159851074,0.0,0.41086459159851074
910156911403782144,More evidence of high winds from Irma in South Florida. @Oathkeepers head south. @Nix_km @KPikklefield https://t.co/gKXnzgyMDt,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,126,820,48,0.40685582160949707,0.3132944107055664,0.7201502323150635
904409881507241985,"RT @DCVelocity: Harvey moves on, leaving a transport network with formidable challenges https://t.co/vsw7BGHeOh https://t.co/R4PQB3BLFK",informative,vehicle_damage,not_informative,,not_informative,not_humanitarian,135,355,27,0.46152472496032715,0.0,0.46152472496032715
907885477218398208,"It was not war, it was murder. - Confederate Division Commander Daniel Harvey Hill https://t.co/axjc1DkuSL",not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,106,345,27,0.4128611087799072,0.0,0.4128611087799072
901822697927266305,Camera on I-45 Gulf at Astoria Blvd at 10:02AM CDT showing a water rescue #Harvey https://t.co/YsaaULrsL4,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,105,822,54,0.4128448963165283,0.40374040603637695,0.8165853023529053
910162143579856896,IRMA. Great incident/disaster management. Thank you Digital Reality Skybox cyrusone data foundry https://t.co/uk8cPq4x07,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,120,353,27,0.3293161392211914,0.0,0.3293161392211914
901718625115099136,That's cause Steve Harvey did the announcingâ€¦ https://t.co/wXVGg2SvN8,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,71,342,27,0.44889354705810547,0.0,0.44889354705810547
927758858776465408,Guaynabo resident Efrain Diaz stands by a bridge washed out by rains carrying debris from Hurricane Maria. (CNN) https://t.co/M3aSh8qocx,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,136,820,50,0.3552064895629883,0.46108508110046387,0.8162915706634521
905137970751135744,Thank you TRC @myRefugeChurch FOR BEING CRAZY GIVERS!!! Sending Harvey relief. https://t.co/hjQR7AM7gO,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,102,810,54,0.4448854923248291,0.4053993225097656,0.8502848148345947
906987924322996224,"@callerdotcom FEMA help after Hurricane HARVEY, what a joke @fema needs to be overhauled https://t.co/jPj6kFuBW3",informative,rescue_volunteering_or_donation_effort,not_informative,,not_informative,not_humanitarian,112,354,27,0.4876716136932373,0.0,0.4876716136932373
905636901306163200,Florida has been destroyed by Hurricane Irma... https://t.co/R7bEYDTYDR,informative,infrastructure_and_utility_damage,not_informative,,not_informative,not_humanitarian,71,338,27,0.4135591983795166,0.0,0.4135591983795166
909454440574390272,Could this canoe that washed ashore after Irma be hundreds of years old? https://t.co/czO5b25AjW https://t.co/SnmmjXRnd3,informative,vehicle_damage,not_informative,,not_informative,not_humanitarian,120,357,27,0.3793947696685791,0.0,0.3793947696685791
919562538353795076,Crews sift ruins for traces of wildfire victims https://t.co/a3vk0oGfON https://t.co/Y4OkSSHqAj,informative,rescue_volunteering_or_donation_effort,informative,injured_or_dead_people,informative,injured_or_dead_people,95,808,49,0.34758877754211426,0.3761773109436035,0.7237660884857178
870603426194874368,"Navy brings supplies, medicine to flood-ravaged Sri Lanka https://t.co/LjQaghv5YE https://t.co/A3mvjlKuNG",informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,105,814,54,0.4101865291595459,0.4111602306365967,0.8213467597961426
919646510865965056,"RT @EvanSernoffsky: Very sad update: Mike Grabow, 40, confirmed dead in #TubbsFire #RIP https://t.co/nMTyZ27QXe https://t.co/1KieRumAiJ",informative,injured_or_dead_people,informative,injured_or_dead_people,informative,injured_or_dead_people,135,858,49,0.41019129753112793,0.33484649658203125,0.7450377941131592
912355031591948288,Volunteers help clean up the earthquake-damaged Mexico City bookstore @LibreriaAtraves https://t.co/IMap7C5YAa,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,110,806,54,0.33265256881713867,0.40338563919067383,0.7360382080078125
911573723345510400,Latest track of #Maria. The storm will stay ~550+ miles east of Jax. #FirstAlertWx https://t.co/BcxLDIyg3x,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,106,818,48,0.32218003273010254,0.3838503360748291,0.7060303688049316
909491246766358529,RT @lori_english: #Caneel bay before #irma july 2017 view from our room which was destroyed https://t.co/knWxBoNos9,informative,other_relevant_information,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,115,824,50,0.40217065811157227,0.3400707244873047,0.742241382598877
917794024173563904,"Henry Cejudo suffers burns, loses gold medal in California wildfire â€” https://t.co/GkuLc60ZWl https://t.co/0gRZgSK4LU",informative,injured_or_dead_people,informative,injured_or_dead_people,informative,injured_or_dead_people,119,826,49,0.3812689781188965,0.35378026962280273,0.7350492477416992
910713914182324224,Earthquake: Mexico's Loss Renews Death Debate By Abiodun Giwa https://t.co/OOprYjIfvE https://t.co/1BcDXZUtoa,informative,other_relevant_information,not_informative,,not_informative,not_humanitarian,109,358,27,0.38619112968444824,0.0,0.38619112968444824
