tweet_id,tweet_text,text_info,text_human,image_human,disaster_source
930262966460485632,Thinking of the ἞E἟7 Iran's and ἞E἟6 Iraq's victims of the earthquake .... https://t.co/p0460HFtep,informative,injured_or_dead_people,injured_or_dead_people,iraq_iran_earthquake
911874793707905024,Here's the latest ECMWF storm tracks for #Maria and #Lee out to day 5 --&gt;https://t.co/cstgdpxl90 https://t.co/xCsgk4LfCc,informative,other_relevant_information,other_relevant_information,hurricane_maria
904397842386739200,RT @Newsweek: Older victims of Hurricane Harvey need special attention | Opinion https://t.co/PHTZyiPOCS https://t.co/IVjrC7dAAE,informative,affected_individuals,affected_individuals,hurricane_harvey
904429898944667648,"RT @ABC11_WTVD: National Weather Service: Sanford, Angier hit by microburst not tornado. https://t.co/sAjiCVK84L https://t.co/5ILWYjSC0O",informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_harvey
928811568921444352,In The Dark Again https://t.co/UuBVQ6crCC via @Msjonesn https://t.co/bsIvCXnHl7,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
910114199413694464,#CaughtonCamera: @KyleHuttonMusic &amp; @rogercreager Write New Song for Hurricane Harvey Relief https://t.co/UqiAWl4UPW,not_informative,not_humanitarian,not_humanitarian,hurricane_harvey
905664032949993472,Is it me or do #Harvey and #Irma seem hell-bent on destroying climate-denial red states? https://t.co/wMbeUFKAiI,informative,other_relevant_information,other_relevant_information,hurricane_harvey
910231852681703424,St. Augustine bed &amp; breakfast picking up the pieces after Hurricane Irma (@WJXTElizabeth) -- https://t.co/Q4FuO400s3 https://t.co/DUk90LxqFb,not_informative,not_humanitarian,not_humanitarian,hurricane_irma
876655110645989376,"JDT demote Mora back to JDT II, claim he was merely a â€˜caretaker coachâ€™ https://t.co/ExQu1gtihi https://t.co/LFohOgb3nv",not_informative,not_humanitarian,not_humanitarian,srilanka_floods
910682398907617280,@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,informative,other_relevant_information,other_relevant_information,mexico_earthquake
914889010501300224,NASA photos of Puerto Rico show how Maria wiped out power on the island https://t.co/QECgarGMZN https://t.co/OsHzPZFp4e,informative,other_relevant_information,other_relevant_information,hurricane_maria
905161596519018497,#BREAKING #Tornado #Warning for #Adams and #YorkCounties in PA until 4:45 PM EDT https://t.co/2xT9ZnAi8e … https://t.co/ZAATXXrFFB,informative,other_relevant_information,other_relevant_information,hurricane_harvey
911908841675264002,Mexico earthquake: Navy says no missing child in collapsed school https://t.co/ITfTalpgxz https://t.co/uOOigR1YhG,informative,missing_or_found_people,rescue_volunteering_or_donation_effort,mexico_earthquake
930496036216496129,"It's so sad to hear about the families in Iran, Iraq has lost so many people doing a earthquake. ὤF❤️ https://t.co/2x0iAAD8Fk",informative,injured_or_dead_people,injured_or_dead_people,iraq_iran_earthquake
910262990540242944,"Houston was built for cars. What happens when #Harvey destroys 250,000 vehicles? https://t.co/zixLAlHjdy https://t.co/8ybWt5TqAe",informative,vehicle_damage,vehicle_damage,hurricane_harvey
911980209175281664,Now at PHX airport. Preparing to load plane to #Mexico. #MexicoEarthquake https://t.co/jRElVvl667,not_informative,not_humanitarian,not_humanitarian,mexico_earthquake
927214532669435906,@DrTorresLSU It has been 61 days without power for some of us on Vieques Puerto Rico!! Help us! https://t.co/j2o3gjwXxb,informative,other_relevant_information,other_relevant_information,hurricane_maria
904686036219027461,RT @NewsChannel8: Virginia charity gathers donations for women impacted by #Harvey https://t.co/1RtmkEKKHT https://t.co/Yux3ZynwT3,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
909813105210802176,Oh man our family friends had their house damaged in Irma &amp; my Mom accidentally posted a .gif of a twerking Toddler‚Ä¶ https://t.co/2VkwWfIwJQ,not_informative,not_humanitarian,not_humanitarian,hurricane_irma
917932273407754240,RT @Newsarama: PEANUTS' SCHULZ Museum Closed Due To Approaching California Wildfires https://t.co/N10JqMjoV0 https://t.co/kiO08rW8IQ,not_informative,not_humanitarian,not_humanitarian,california_wildfires
906713677818187777,Plus Harvey. But Global Warming is not real according to scientists in the age of Trumpiland. https://t.co/5wyWdu57Rt,informative,other_relevant_information,other_relevant_information,hurricane_harvey
911671705516552194,"Salma Hayek donates $100,000 to victims of Mexican earthquake #infinitefireinc #salmahayek https://t.co/JsoZv8qUK3 https://t.co/zSj6TmzYcz",informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,mexico_earthquake
907648716491841536,Amgen Staff Members Volunteer in Rockport After Hurricane Harvey https://t.co/3ow3kS7aR4 https://t.co/cWQC2HH2sM,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
930334010248593409,Iran in Mourning After Earthquake that Killed 430 https://t.co/0zSZ87lmKR https://t.co/2SG4vfoXfP,informative,injured_or_dead_people,injured_or_dead_people,iraq_iran_earthquake
911763174046814208,These rainfall numbers are staggering! #PrayersforPuertoRico #HurricaneMaria https://t.co/nx8D8F5kx8,informative,other_relevant_information,other_relevant_information,hurricane_maria
916249442956832769,What Many Puerto Ricans Most Want Is a Physical Object Writing https://t.co/E7bBBaoXql https://t.co/NUNzSLhU6I,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
909725772142784513,"Student asks to bring dog to class before Hurricane Irma, professor has the best response via /r/UpliftingNews… https://t.co/FWkcSFxr7i",informative,other_relevant_information,other_relevant_information,hurricane_irma
875260217985859584,The most beautiful feeling in the world @iamsrk á½‰7 Who said Mora Piya mose bolat nahi ? á½ 9 https://t.co/FNdRVlyM4A,not_informative,not_humanitarian,not_humanitarian,srilanka_floods
919715666264965121,Family Reunites With Missing Dog Who Fled When Their Home Caught Fire Duringâ€¦ https://t.co/HqxUV1RAdi https://t.co/WYhWsfrZ77,informative,missing_or_found_people,not_humanitarian,california_wildfires
901667676216578049,Radar is estimating a FOOT of rainfall in South Houston! Extreme flash flooding underway!! #Harvey https://t.co/0puSd7vpBk,informative,other_relevant_information,other_relevant_information,hurricane_harvey
907672880535805952,Global Warming? NO! It's something else. #hurricaneharvey #hurricaneirma from talk40news commentary https://t.co/p0pZ9EMHLe,informative,other_relevant_information,other_relevant_information,hurricane_harvey
930016742730018816,Iran-Iraq border earthquake live updates: Death toll crosses #TISNews Click Link- https://t.co/pqMmIrT93i https://t.co/NqM72HpUuh,informative,injured_or_dead_people,not_humanitarian,iraq_iran_earthquake
922709469246709760,Volunteers from @HFUSA distributing aid to victims of the #California wildfires in Santa Rosa https://t.co/AmQBSJlyWR,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,california_wildfires
929027092108410881,Copa Combateâ€™s Mikey Erosa believes he can win it all for Puerto Rico https://t.co/fRAyEno0VV https://t.co/5CxhWrnrek,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
904837965440053248,"#Harvey may be gone but if you’re struggling, reach out. @distressline offers 24/7 support https://t.co/9vwLb2kYco https://t.co/sYbtiX7qUc",informative,affected_individuals,affected_individuals,hurricane_harvey
904927092130930688,Harvey victims' nerves fray as days drag in Houston shelter https://t.co/3aSu3sv6Fj https://t.co/n06tcvFj0q,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
905749776687390721,Canadian tourists trapped in Hurricane Irma's wake scramble to get out or hunker down https://t.co/d42mQReXeE https://t.co/FQcXMbDSGG,informative,affected_individuals,affected_individuals,hurricane_irma
927180362773598209,"Sunday morning in Puerto Rico. 6 weeks later, cell coverage still incomplete https://t.co/rqnRB5aPsu",informative,other_relevant_information,other_relevant_information,hurricane_maria
907656453393018880,FHWA gives TX $25M in emergency funds for Hurricane Harvey repairs https://t.co/lEW4X1koz3 https://t.co/4tiordvD14,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
909714435920494594,"All eyes on Maria as it heads over simliar islands that got hit with Irma. Sending ·Ω§Fto them, as we watch it closely‚Ä¶ https://t.co/WAPGEUcPKW",informative,other_relevant_information,other_relevant_information,hurricane_irma
909388814917017602,RT @IrishEagle: Early heads-up to Puerto Rico. #Irma spared you but #Maria may not. https://t.co/bvfdCsjAo3,informative,other_relevant_information,other_relevant_information,hurricane_irma
928024783358386176,Volunteers at #Df17 packing school materials and hygiene products that will go to Puerto Rico! #solvis https://t.co/ys273zp75p,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_maria
911907939744669701,Breaking news today 9/24/2017 â€“ Update Direction Of HurricaneÂ Maria https://t.co/yCzWsfDUNm https://t.co/tPfmM8gEHL,informative,other_relevant_information,other_relevant_information,hurricane_maria
911865255793451008,#SkyNews | Hurricane Maria's path along the coast of the... #UnitedStates https://t.co/Rk7Ix4v6OX https://t.co/VNw4nOEGPe,informative,other_relevant_information,other_relevant_information,hurricane_maria
918278752852955136,B.C. vintner's Signorello Estate winery destroyed in California wildfires https://t.co/rkyHQJRhrw https://t.co/P0Glac7U1d,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,california_wildfires
910624708604854273,Keep up-to-date on Hurricane Maria NOTAMs #AvDelphi #notam #maria https://t.co/hjHaIaM1BC https://t.co/9bPz7myVJp,informative,other_relevant_information,other_relevant_information,hurricane_maria
913616341575270400,"strong #earthquake shakes Offshore Chiapas, #Mexico 7 min ago. More info at: https://t.co/PbUwTZMnIv https://t.co/08rrV8gr57",informative,other_relevant_information,other_relevant_information,mexico_earthquake
923176677009747968,#DogHalloweenCostumes. He just loves to dress up. He is Cuate. From Puerto Rico. https://t.co/RazYHH0raz,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
910269775648919553,Preliminary estimates show the combined costs of #Harvey &amp; #Irma could exceed those of Katrina ($160 billion)… https://t.co/BcdwrNbfHP,informative,other_relevant_information,other_relevant_information,hurricane_irma
905169671179165696,.@USNavy Aviation Electronics 1st Class Michael Buchholz talks about rescuing people from #Harvey floodwaters https://t.co/YG7oOF0hUq,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
870235839560921088,Pakistan Navy extends relief activities to flood-stricken Sri Lanka https://t.co/xDIdxxefAp https://t.co/CYdpv4SZJ2,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,srilanka_floods
905328786920677377,"You Can Support Harvey Victims With Amazon, But Cash Goes Farther https://t.co/zVb27RgdmV https://t.co/egrI1MrTS9",informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
911623621046566912,A schoolgirl trapped in Mexicoâ€™s earthquake rubble won the worldâ€™s heartsâ€”except [-0.02]: https://t.co/h9xmWc2khI https://t.co/m4ygFZU0bS,informative,affected_individuals,affected_individuals,mexico_earthquake
905680258090881024,Is it safe to visit Florida? Travel warning issued over 'life-threatening' Hurricane Irma https://t.co/jlPX1jdBf3 https://t.co/k31vqOxYNR,informative,other_relevant_information,other_relevant_information,hurricane_irma
914868779498209280,Ready for a coloring book the earthquake. #mexico #puebla #Oaxaca Kids meeting #Frida-chan!#Fridatherescuedog https://t.co/qBV54OqxET,not_informative,not_humanitarian,not_humanitarian,mexico_earthquake
909767570240278529,Why Irma and Harvey Could Finally Get Republicans to Care About Climate Change https://t.co/z0WwQoA3i7 https://t.co/7YvHUp30uz,informative,other_relevant_information,other_relevant_information,hurricane_irma
915320315252797440,@emorwee States with higher debts than Puerto Rico. #PuertoRicoSeLevanta https://t.co/MwMfarPAXT,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
905063992347021313,RT @statesman: .@MayorAdler asking Austinites to donate toys for #Harvey evacuees https://t.co/UTodRKZDtC https://t.co/8lXN55A9Tq,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
908447531511746562,Workiva employees worked together to donate money and supplies to people displaced by #HurricaneHarvey. #WorkivaLife https://t.co/eQ2TX2PSzF,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
909938392397484038,RT @MiamiHerald: NEW: Irma could make landfall in the Florida Keys as a Category 5 storm https://t.co/P0j6dkdIsd https://t.co/4PtYlsOT6i,informative,other_relevant_information,other_relevant_information,hurricane_irma
910217217446473730,Post-Harvey/Irma forecast revisions via @JECDems https://t.co/DBle7l34IY https://t.co/hshGqPWa45,informative,other_relevant_information,other_relevant_information,hurricane_irma
914668002532036608,1.8M in hours. #PeoplePower steps up for #PuertoRicoRelief. TY @Lin_Manuel &amp; donate: https://t.co/VpXj3i6O6L https://t.co/nj9ppnVyLy,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_maria
905491581385441280,Our planet right now (via Living Earth App https://t.co/Jk8w8os2Ui) #QuartaDetremuraSDV #Harvey2017 #Harvey https://t.co/u3OWwxdk7S,informative,other_relevant_information,other_relevant_information,hurricane_harvey
922735153201389570,.@MariaSharapova &amp; @MonicaAce93 handing out Red Cross supplies in Puerto Rico https://t.co/z7qdhYDNx5,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_maria
907132891326492672,Ian Harvey offers us a brief insight into the history of passwords in his latest blog post https://t.co/p1e0QMOP2X https://t.co/o57JQ3ErPJ,not_informative,not_humanitarian,not_humanitarian,hurricane_harvey
875202637473476609,Flood biggest calamity which happened recently in Sri Lanka. @slhro done their duty. 2500 ltrs has been donated. https://t.co/VGcmDj8JPR,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,srilanka_floods
907106673571049472,RT @Chaos_Fractals: á½7 Tornado next to a rainbow #photography Â©Jason Blum https://t.co/R9K06zfuMD,informative,other_relevant_information,other_relevant_information,hurricane_harvey
910616041449033728,The NHC 5 p.m. Hurricane Maria advisory. Hopefully this storm will stay off the entire coast. @wpbf_sandra https://t.co/ehdnH1Zt71,informative,other_relevant_information,other_relevant_information,hurricane_maria
905714532370153472,Hurricane Irma Strengthens To Category 5 Targets Puerto Rico and Miami https://t.co/SG7I2WmkdY https://t.co/glUCr32TWJ,informative,other_relevant_information,other_relevant_information,hurricane_irma
922230253359116288,Vet In Puerto Rico Hurricane Worse Than War - Shared from https://t.co/xpjHFigsHX. [https://t.co/swKJylxTvd] https://t.co/xkW9fQE2Tk,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
913074566968221696,The brainstorming session on the #MexicoEarthquake has begun at the Center. https://t.co/mEeGa7F3Mx,not_informative,not_humanitarian,not_humanitarian,mexico_earthquake
870678906940129280,24 more #mora survivors rescued https://t.co/t4djCISciZ https://t.co/ceiVcwIQGb,informative,missing_or_found_people,infrastructure_and_utility_damage,srilanka_floods
904796210879442944,"Patients on BMS medicines, impacted by #HurricaneHarvey, help is available. https://t.co/puwSDRKQp8",informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
909912459640700930,WOW! ·Ω¢E The photos from our crews out in South #Florida show the destruction left by #Hurricane #Irma. #roofing‚Ä¶ https://t.co/pCVRLRkS6x,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_irma
908368867650666501,"First Harvey, now Irma. Pres Trump &amp; VPres Pence again with hurricane victims on the ground. #Eyecontact #leadership https://t.co/VW89QQwdC8",not_informative,not_humanitarian,not_humanitarian,hurricane_harvey
923003399129329664,@PuertoRicoPUR tonite I painted for Puerto Rico #PRstrong https://t.co/CPQSLyAwhg,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
910554069781139459,#F1 Force India driver Sergio Perez donated three million pesos to victims of the earthquake in his native Mexico. https://t.co/v3R2TGded9,not_informative,not_humanitarian,not_humanitarian,mexico_earthquake
916052022549295104,RT @CaribBusiness: Puerto Rico Treasury: Alternative to sales tax should be considered - https://t.co/W4odycDZwL https://t.co/g7ucF4sFne,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
905630897541718017,RT @Live5News: New track puts Hurricane Irma near SC coast by Monday as Cat. 2 or 3 https://t.co/111B28ikoF #chsnews https://t.co/Wll46t16Gs,informative,other_relevant_information,other_relevant_information,hurricane_irma
930361931629780993,"12,000 Houses Destroyed by Earthquake in #Iran|ian #Kurdistan - #BasNews https://t.co/FPkvL0B4oV https://t.co/lwmJ0lunHD",informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,iraq_iran_earthquake
922708978257289217,Central California wine tour raises money for fire relief https://t.co/TRy0IP90VK #vacation #travel #holiday https://t.co/bL5Jj5eZKq,not_informative,not_humanitarian,not_humanitarian,california_wildfires
909398796928303104,Reuters-Saint Martin devastated by Irma https://t.co/hzr78byVZ8 @Reuters https://t.co/yAh7wf8hKo,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_irma
905723661826576384,A closeup of the cone for #Hurricane #Irma via @PhilFerro7 #Florida https://t.co/5KiV5l0cSm,informative,other_relevant_information,other_relevant_information,hurricane_irma
917988836541632512,**MEDIA RELEASE** Travis assists in Northern California fire response https://t.co/yIozzIHH4p,informative,other_relevant_information,other_relevant_information,california_wildfires
907041310518935552,Pics of the destruction from #HurricaneHarvey 2 weeks after the storm. #TITFF #CampDelta https://t.co/gYF6itadN6,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_harvey
909831975678218241,RT @NichollsPikes: Any donations help! We will be sending our donations to Harvey and Irma relief efforts. https://t.co/u4EbJo23ar,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_irma
905150048903864322,"Steve Harvey is loyal to Bill Cosby: â€˜When Iâ€™m your friend, Iâ€™m yourÂ friendâ€™ https://t.co/j7dyinyix0 https://t.co/5iUFdHvWyg",not_informative,not_humanitarian,not_humanitarian,hurricane_harvey
930139822718468097,"More than 400 killed in Iran-Iraq quake, state media says https://t.co/6hMjDtGvEF https://t.co/mHJSlP1iWC",informative,injured_or_dead_people,infrastructure_and_utility_damage,iraq_iran_earthquake
909932628714967041,"Considering #Maria's buzzsaw structure, it wouldn't shock me at all if it gets up to 150 knots. #Irma did it in the‚Ä¶ https://t.co/Pj9FhErFpg",informative,other_relevant_information,other_relevant_information,hurricane_irma
905566812460523520,RT @fox34: LPD officers return from Harvey disaster relief @LubbockPolice https://t.co/xXpn4b5pSD https://t.co/TVFMWCiPK4,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
929058124132159488,"All supplies headed to Arecibo, Puerto Rico! Thank you CPOP community!#BeTheGreaterGator @CPOPGators https://t.co/8wvnGiY8yr",informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_maria
906196156262338560,Volunteer effort still going strong as help continues to pour in for #Harvey and now #Irma @M25M_org https://t.co/RPPjcOl3kS,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
909454690273730560,Canoe Found After Hurricane Irma Eyed As Piece Of Florida History https://t.co/BviQuHtl7I https://t.co/4mLQxHVaPG,informative,vehicle_damage,infrastructure_and_utility_damage,hurricane_irma
910148950900035584,"Sandy to Harvey to Irma, #climatechange fuels storms that ravage communities. 5 years after Sandy, #WeRise #Sandy5‚Ä¶ https://t.co/3OvUjhZjXr",informative,other_relevant_information,other_relevant_information,hurricane_irma
917828356388900865,"11 dead, 100 injured. Wildfires ravage Northern California with shocking speed. https://t.co/jbCX5o7xVd https://t.co/Pj4tbLDihE",informative,injured_or_dead_people,infrastructure_and_utility_damage,california_wildfires
917934130368864256,THICK SMOKE across Northern California as seen from NASA visible satellite images Monday.#CAfires #fire https://t.co/E0BMdt6mGW,not_informative,not_humanitarian,not_humanitarian,california_wildfires
906989054117511168,RT @969thegame: VIDEO: Tornado rips up mobile home park in Palm Bay https://t.co/sgZ8vqTiUV https://t.co/smw9gm6mFI,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_harvey
911889087782629376,#Israeli delegation continues search efforts in #Mexico City after deadly earthquake. https://t.co/nj0b86HNw4 https://t.co/bGzSY3SIyu,informative,missing_or_found_people,rescue_volunteering_or_donation_effort,mexico_earthquake
911650692368158721,RT @HighvTweet: More Christiandsted damage. Downtown is littered with debris. #stx #StCroix #hurricanemaria https://t.co/a6q5KUrfDy,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_maria
910212600734117888,Weird.... during #Irma an #earthquake hit Mexico and now during #Maria it happens again? Coincedense? Does this mak‚Ä¶ https://t.co/N7sN3Ok9au,informative,other_relevant_information,other_relevant_information,hurricane_irma
912120273427722241,Puuurhtoe Rico #CatBonds bout to blow up y'all. #HurricaneMaria https://t.co/J5NE9L7Eku,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
909394587201998849,"#PipsHub Breaking: Yes, climate change made Harvey and Irma worse https://t.co/POlm73Sbxw https://t.co/eVKQGOSfgj https://t.co/5xUw5ekRxU",informative,other_relevant_information,other_relevant_information,hurricane_irma
913093693502103552,https://t.co/b08sHLWmF3 A mother mourns a son missing since Hurricane Maria decimated Puerto Rico #PHILLYnow https://t.co/7eJ1P4Noay,informative,missing_or_found_people,not_humanitarian,hurricane_maria
904913854416617473,RT @hfkartwork: siren tests -everytime i hear them i think TORNADO -scary noises honestly https://t.co/IpF5Ufr6Nu,not_informative,not_humanitarian,not_humanitarian,hurricane_harvey
901663079993417728,"As the entire South braces for Harvey's impact, New Orleans residents remember past storms as drainage pumps fail. https://t.co/uWonOlZr8x",informative,other_relevant_information,other_relevant_information,hurricane_harvey
930022107278381057,Pics from Iran 204 person killed &amp; 1600 injured by #earthquake yesterday #زلزال_إيران https://t.co/gOAvZmB8fw,informative,injured_or_dead_people,injured_or_dead_people,iraq_iran_earthquake
908732508895891456,Harvey Levinâ€™s 'OBJECTified' Gives Glimpse of Celebsâ€™ Prized Possessions https://t.co/IHHoh5dkrF https://t.co/z9z2OV0ACw,not_informative,not_humanitarian,not_humanitarian,hurricane_harvey
905652450647982081,"LAFD Members Leave Hurricane Harvey Effort, Head to Irma https://t.co/h83tldxvvl https://t.co/mfIvrCrLZe",informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
909845158908239873,.@BCCwx Electrically active bands in Hurricane #Harvey (using 15-min GLM data). #NWAS17 https://t.co/6HZ3ekv2xU,informative,other_relevant_information,other_relevant_information,hurricane_harvey
909903993891115008,Almost identical images 13 days apart. #Irma #Maria #Barbuda #Dominica https://t.co/lk3RzAH3yd,informative,other_relevant_information,other_relevant_information,hurricane_irma
904565472263258112,"RT @KTVB: Idaho company, nonprofits donate pet supplies to Hurricane Harvey relief effort https://t.co/hNXhCCCcHo https://t.co/Xygx4JA811",informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
872051180549152769,#PakistanNavy providing relief goods to the #flood hit areas of #colombo during a #rescue operation #srilanka á¼Ÿ5á¼Ÿ0á¼Ÿ1á¼Ÿ0 https://t.co/NC1VgUamN3,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,srilanka_floods
911983916126482432,Inbox: @RepEspaillat tying inactivity over #HurricaneMaria relief to @realDonaldTrump's NFL comments. https://t.co/uzNiNy2Egw,not_informative,not_humanitarian,not_humanitarian,hurricane_maria
928993274186141701,"For Puerto Rico And Its Remaining Survivors, The Struggle Is Far FromÂ Over https://t.co/hE1ZVopDAa https://t.co/KBk9xvhTpx",informative,affected_individuals,affected_individuals,hurricane_maria
910534883126083586,"Hurricane Maria damage latest: 100,000 homes without power after storm batters Caribbean https://t.co/Xp1gjES7qv https://t.co/Z9SNQ0NaEd",informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,hurricane_maria
904794659767152640,RT @InsideEdition: Game wardens rescue a deer drowning in #Harvey floods by a boat. https://t.co/7Db8zEQGdP https://t.co/JMVbRfymc3,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,hurricane_harvey
905930890735439873,Some of the devastation from #Harvey friends and family who lost everything ὢ2 prayers neededὉ4 @DonnieWahlberg #BH❤ https://t.co/2rNeqYEEQJ,informative,affected_individuals,affected_individuals,hurricane_harvey
904388987892228096,RT @uiltexas: UIL Eligibility of Students Displaced by #HurricaneHarvey PRESS RELEASE: âž¡ï¸ https://t.co/rX0fAPPoSq https://t.co/mlTC6fjA3a,informative,other_relevant_information,other_relevant_information,hurricane_harvey
910538158319611905,Missing school children in Mexico City amid the ruins of the hugeÂ earthquake https://t.co/AAYTC91kds https://t.co/i3AR8ZEOAW,informative,missing_or_found_people,infrastructure_and_utility_damage,mexico_earthquake
